City and Date,Date,City,Raw Number of Posts,Residual After Controlling for Time,Good Sunset,Latitude,Longitude,State Name,City Name,Date of Last Change,Missing Days (#),CO (in parts per million),NO2 (in parts per billion),SO2 (in parts per billion),Ozone (in parts per million),AQI,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Los_Angeles2016-04-23,4/23/2016,Los_Angeles,496,0.011767785,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,0.5,27,0.2,0.053,25,4/23/2016,74,56.8,65.9,74,56.8,65.9,44.8,50.3,0,0,0,,0,0,23,10.5,277.4,1014.9,0.8,9.9,335.4,29,10,,2016-04-23T06:11:35,2016-04-23T19:31:06,0.51,Clear,Clear conditions throughout the day.,clear-day,"KHHR,KBUR,72295603167,72288023152,72287493134"
Los_Angeles2016-04-24,4/24/2016,Los_Angeles,463,-0.327237466,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,0.6,26.9,0.4,0.056,25,4/24/2016,72.9,58.7,64.4,72.9,58.7,64.4,50.4,61.2,0,0,0,,0,0,20.8,8.5,179.7,1012,5.2,9.9,261.1,22.5,8,,2016-04-24T06:10:28,2016-04-24T19:31:53,0.53,Clear,Clear conditions throughout the day.,clear-day,"KHHR,KBUR,KCQT,72295603167,72288023152,72287493134"
Los_Angeles2016-04-25,4/25/2016,Los_Angeles,404,-0.183159464,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,0.7,37.5,0.4,0.049,35,4/25/2016,66.2,55.6,60.9,66.2,55.6,60.9,41.7,51.9,0,0,0,,0,0,38.7,17.1,277.3,1011.1,25.5,9.7,335.3,28.7,10,,2016-04-25T06:09:21,2016-04-25T19:32:39,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,KBUR,KCQT,72295603167,72288023152,72287493134"
Los_Angeles2016-04-26,4/26/2016,Los_Angeles,441,-0.029165626,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,0.4,21.7,0.4,0.055,20,4/26/2016,68.1,52.4,60.5,68.1,52.4,60.5,42.7,53.2,0,0,0,,0,0,20.8,8.5,201.4,1014.4,0.6,9.9,327.3,28.4,10,,2016-04-26T06:08:15,2016-04-26T19:33:26,0.58,Clear,Clear conditions throughout the day.,clear-day,"KHHR,KBUR,72295603167,72288023152,72287493134"
Los_Angeles2016-04-27,4/27/2016,Los_Angeles,455,-0.024435938,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,0.7,35.5,0.6,0.046,33,4/27/2016,68.7,54.7,61.6,68.7,54.7,61.6,47.6,61.3,0,0,0,,0,0,30.5,10.8,215.8,1010.3,3.1,9.8,327.2,28.3,10,,2016-04-27T06:07:10,2016-04-27T19:34:13,0.62,Clear,Clear conditions throughout the day.,clear-day,"KHHR,KBUR,72295603167,72288023152,72287493134"
Los_Angeles2016-04-28,4/28/2016,Los_Angeles,354,-0.227119048,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,0.4,26,0.3,0.045,25,4/28/2016,68.3,55,60.7,68.3,55,60.7,46.2,60.1,0,0,0,,0,0,21.9,13.3,204.4,1009.9,15.2,9.9,327.6,28.4,10,,2016-04-28T06:06:06,2016-04-28T19:34:59,0.67,Clear,Clear conditions throughout the day.,clear-day,"KHHR,KBUR,KCQT,72295603167,72288023152,72287493134"
Los_Angeles2016-04-29,4/29/2016,Los_Angeles,398,-0.221308502,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,0.3,23.1,0.2,0.045,22,4/29/2016,66.9,56.7,60.8,66.9,56.7,60.8,49.6,67.3,0,0,0,,0,0,19.7,8.1,204.1,1014.6,43.4,9.9,292.1,25.3,10,,2016-04-29T06:05:03,2016-04-29T19:35:46,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,KBUR,KCQT,72295603167,72288023152,72287493134"
Los_Angeles2016-04-30,4/30/2016,Los_Angeles,427,-0.138140309,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,0.5,18.8,0.2,0.049,17,4/30/2016,66.3,55.9,61,66.3,55.9,61,48.9,65.4,0,0,0,,0,0,20.8,8.3,219.9,1009.6,40.9,9.8,282.1,24.3,9,,2016-04-30T06:04:01,2016-04-30T19:36:33,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,KBUR,KCQT,72295603167,72288023152,72287493134"
Los_Angeles2016-05-01,5/1/2016,Los_Angeles,446,-0.361869354,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,0.6,22.8,0.5,0.051,21,5/1/2016,71.4,57.1,62.6,71.4,57.1,62.6,51.4,67.8,0,0,0,,0,0,17.2,8.6,207.9,1012.4,28.5,9.9,310.2,26.8,10,,2016-05-01T06:03:00,2016-05-01T19:37:20,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,KBUR,KCQT,72295603167,72288023152,72287493134"
Los_Angeles2016-05-02,5/2/2016,Los_Angeles,367,-0.262004369,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,0.6,27.3,0.2,0.05,25,5/2/2016,71.6,56.2,63.5,71.6,56.2,63.5,52.7,69.4,0,0,0,,0,0,20.8,9.7,230.8,1015.3,14.2,9.2,331.6,28.7,10,,2016-05-02T06:02:00,2016-05-02T19:38:06,0.88,Clear,Clear conditions throughout the day.,clear-day,"KHHR,KBUR,72295603167,72288023152,72287493134"
Los_Angeles2016-05-03,5/3/2016,Los_Angeles,311,-0.313945071,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,0.9,41.5,0.5,0.055,39,5/3/2016,75.9,58.1,65.1,75.9,58.1,65.1,53.6,68.3,0,0,0,,0,0,,9.2,233.2,1013.8,12.2,9.7,322.1,27.6,10,,2016-05-03T06:01:02,2016-05-03T19:38:53,0.93,Clear,Clear conditions throughout the day.,clear-day,"KHHR,KBUR,KCQT,72295603167,72288023152,72287493134"
Los_Angeles2016-05-04,5/4/2016,Los_Angeles,557,0.204814931,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,0.5,26.2,0.1,0.042,25,5/4/2016,67.7,56.9,61,67.7,56.9,61,53.4,76.6,0,0,0,,0,0,20.8,9.4,223,1013.4,60.3,8.1,324,27.9,10,,2016-05-04T06:00:04,2016-05-04T19:39:40,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,KBUR,KCQT,72295603167,72288023152,72287493134"
Los_Angeles2016-05-05,5/5/2016,Los_Angeles,345,-0.243688125,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,0.3,22.7,0.1,0.033,21,5/5/2016,67.5,58.9,62.2,67.5,58.9,62.2,50,65.2,0,0,0,,0,0,18.3,6.9,230.6,1012.2,98.9,9.9,268,23.2,9,,2016-05-05T05:59:08,2016-05-05T19:40:26,0.99,Overcast,Cloudy skies throughout the day.,cloudy,"KHHR,KBUR,72295603167,72288023152,72287493134"
Los_Angeles2016-05-06,5/6/2016,Los_Angeles,419,-0.17133658,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,0.4,22.8,0.4,0.033,21,5/6/2016,64.7,56.8,60.7,64.7,56.8,60.7,51.7,72.8,0.05,100,8.33,rain,0,0,21.9,11,197,1011.4,89.6,9.7,169.3,14.7,5,,2016-05-06T05:58:13,2016-05-06T19:41:13,1,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KHHR,KBUR,72295603167,72288023152,72287493134"
Los_Angeles2016-05-07,5/7/2016,Los_Angeles,440,-0.105796903,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,0.4,26.6,0.1,0.04,25,5/7/2016,67.2,57.4,61.5,67.2,57.4,61.5,50.8,69,0,0,0,,0,0,20.8,8.8,238.1,1013.9,67.8,9.8,315.8,27.4,9,,2016-05-07T05:57:19,2016-05-07T19:41:59,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,KBUR,KCQT,72295603167,72288023152,72287493134"
Los_Angeles2016-05-08,5/8/2016,Los_Angeles,321,-0.635158358,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,0.5,20.8,0.1,0.039,19,5/8/2016,70,56.6,62.1,70,56.6,62.1,51.4,69,0,0,0,,0,0,20.8,8.6,234.1,1013.9,59.5,9.9,307.5,26.5,9,,2016-05-08T05:56:26,2016-05-08T19:42:45,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,KBUR,72295603167,72288023152,72287493134"
Los_Angeles2016-05-09,5/9/2016,Los_Angeles,381,-0.22729031,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,0.4,21.8,0.3,0.038,20,5/9/2016,66.7,58.1,61.5,66.7,58.1,61.5,52.3,72.2,0,0,0,,0,0,20.8,7.9,212.7,1014.3,49.2,9.8,314.2,27.2,10,,2016-05-09T05:55:35,2016-05-09T19:43:31,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,KBUR,KCQT,72295603167,72288023152,72287493134"
Los_Angeles2016-05-10,5/10/2016,Los_Angeles,374,-0.170612753,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,0.6,24,0.2,0.042,23,5/10/2016,69.3,56.7,61.9,69.3,56.7,61.9,52.9,73.1,0,0,0,,0,0,,6.7,217.9,1014.7,57.9,9.4,302.3,26.1,10,,2016-05-10T05:54:45,2016-05-10T19:44:17,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,KBUR,KCQT,72295603167,72288023152,72287493134"
Los_Angeles2016-05-11,5/11/2016,Los_Angeles,327,-0.300849914,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,0.4,18,0,0.047,17,5/11/2016,71.1,59.7,63.2,71.1,59.7,63.2,54.6,74,0,0,0,,0,0,24.2,10.5,235.5,1015.7,69.8,9,316.7,27.3,10,,2016-05-11T05:53:56,2016-05-11T19:45:03,0.14,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHHR,KBUR,KCQT,72295603167,72288023152,72287493134"
Los_Angeles2016-05-12,5/12/2016,Los_Angeles,320,-0.295145797,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,0.3,32.8,0,0.044,30,5/12/2016,72.9,57.5,64.1,72.9,57.5,64.1,55.7,75.5,0,0,0,,0,0,18.3,7.6,206.3,1015.4,35.8,8.4,343.8,29.7,10,,2016-05-12T05:53:08,2016-05-12T19:45:49,0.19,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHHR,KBUR,KCQT,72295603167,72288023152,72287493134"
Los_Angeles2016-05-13,5/13/2016,Los_Angeles,311,-0.406590029,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,0.4,23.8,0.1,0.056,22,5/13/2016,75.5,59.9,65.5,75.5,59.9,65.5,56.3,73.4,0,0,0,,0,0,,9.2,231.5,1014.9,55.5,7.1,342,29.5,10,,2016-05-13T05:52:22,2016-05-13T19:46:34,0.24,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHHR,KBUR,KCQT,72295603167,72288023152,72287493134"
Los_Angeles2016-05-14,5/14/2016,Los_Angeles,193,-0.648913992,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,0.4,16,0.1,0.043,15,5/14/2016,69.9,62.2,64.5,69.9,62.2,64.5,55.2,72.3,0,0,0,,0,0,18.3,8.5,218.2,1014.2,89.2,9,319.1,27.7,10,,2016-05-14T05:51:37,2016-05-14T19:47:19,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,KBUR,KCQT,72295603167,72288023152,72287493134"
Los_Angeles2016-05-15,5/15/2016,Los_Angeles,366,-0.531356121,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,0.3,16.3,0.1,0.042,15,5/15/2016,70.6,61.6,64.8,70.6,61.6,64.8,54.1,68.7,0,0,0,,0,0,,10.1,206.4,1012.4,86.9,9.9,271.7,23.3,8,,2016-05-15T05:50:54,2016-05-15T19:48:04,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,KBUR,KCQT,72295603167,72288023152,72287493134"
Los_Angeles2016-05-16,5/16/2016,Los_Angeles,303,-0.395909485,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,0.3,22.9,0.3,0.04,21,5/16/2016,70.3,61,64.4,70.3,61,64.4,54.5,70.5,0,0,0,,0,0,17.2,6.1,212,1012.2,85.1,9.9,273.8,23.5,8,,2016-05-16T05:50:12,2016-05-16T19:48:48,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,KBUR,KCQT,72295603167,72288023152,72287493134"
Los_Angeles2016-05-17,5/17/2016,Los_Angeles,302,-0.325889035,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,0.3,16.1,0.3,0.048,15,5/17/2016,70.8,61.2,65,70.8,61.2,65,55,70.5,0,0,0,,0,0,20.8,9.2,240.6,1012.7,63.3,9.9,295.6,25.6,10,,2016-05-17T05:49:32,2016-05-17T19:49:33,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,KBUR,KCQT,72295603167,72288023152,72287493134"
Los_Angeles2016-05-18,5/18/2016,Los_Angeles,167,-0.6510032,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,0.4,21.2,0.3,0.043,20,5/18/2016,69,60.5,63.8,69,60.5,63.8,55.8,75.8,0,0,0,,0,0,,8.9,226.1,1014.2,75.4,9.6,345.4,29.8,10,,2016-05-18T05:48:52,2016-05-18T19:50:16,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,KBUR,KCQT,72295603167,72288023152,72287493134"
Los_Angeles2016-05-19,5/19/2016,Los_Angeles,213,-0.527855897,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,0.4,21.4,0.7,0.045,20,5/19/2016,70.6,61.6,64.3,70.6,61.6,64.3,56.1,74.8,0,0,0,,0,0,16.1,7.1,194,1012.2,88.7,9.2,333,28.8,10,,2016-05-19T05:48:15,2016-05-19T19:51:00,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,KBUR,KCQT,72295603167,72288023152,72287493134"
Los_Angeles2016-05-20,5/20/2016,Los_Angeles,327,-0.366776121,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,0.3,23,0.4,0.044,22,5/20/2016,67.7,58.6,62.1,67.7,58.6,62.1,50.4,66.4,0,0,0,,0,0,24.2,10.8,188.6,1010.9,59.8,9.9,345.3,29.7,10,,2016-05-20T05:47:39,2016-05-20T19:51:43,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,KBUR,KCQT,72295603167,72288023152,72287493134"
Los_Angeles2016-05-21,5/21/2016,Los_Angeles,374,-0.243538306,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,0.5,22.8,0.5,0.041,21,5/21/2016,68.1,55.8,61.4,68.1,55.8,61.4,47.5,61.4,0,0,0,,0,0,23,9,226,1014.9,42.2,9.9,349.7,30.1,10,,2016-05-21T05:47:04,2016-05-21T19:52:25,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,KBUR,KCQT,72295603167,72288023152,72287493134"
Los_Angeles2016-05-22,5/22/2016,Los_Angeles,314,-0.642103795,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,0.5,19.8,0.5,0.044,18,5/22/2016,70.3,55.4,62.8,70.3,55.4,62.8,47.6,59.1,0,0,0,,0,0,27.7,11.5,224.5,1015.8,4.3,9.9,353.5,30.6,10,,2016-05-22T05:46:31,2016-05-22T19:53:07,0.5,Clear,Clear conditions throughout the day.,clear-day,"KHHR,KBUR,72295603167,72288023152,72287493134"
Los_Angeles2016-05-23,5/23/2016,Los_Angeles,354,-0.278458512,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,0.4,22.9,0.5,0.039,21,5/23/2016,71.5,56.9,63.4,71.5,56.9,63.4,50,62.8,0,0,0,,0,0,19.7,8.3,176.8,1012.7,27.1,9.9,347,30.1,10,,2016-05-23T05:45:59,2016-05-23T19:53:49,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,KBUR,KCQT,72295603167,72288023152,72287493134"
Los_Angeles2016-05-24,5/24/2016,Los_Angeles,425,-0.048899349,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,0.3,20.9,0.7,0.033,19,5/24/2016,68.7,57.7,62.6,68.7,57.7,62.6,51.1,66.9,0,0,0,,0,0,24.2,9,213.3,1014.9,55.2,9.9,286.6,24.8,9,,2016-05-24T05:45:29,2016-05-24T19:54:30,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,KBUR,KCQT,72295603167,72288023152,72287493134"
Los_Angeles2016-05-25,5/25/2016,Los_Angeles,345,-0.252165419,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,0.4,19,0.4,0.034,18,5/25/2016,67.6,56.8,61.9,67.6,56.8,61.9,50.2,66.4,0,0,0,,0,0,,8.7,235.5,1017.7,55.9,9.9,308,26.6,10,,2016-05-25T05:45:01,2016-05-25T19:55:10,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,KBUR,72295603167,72288023152,72287493134"
Los_Angeles2016-05-26,5/26/2016,Los_Angeles,323,-0.279634365,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,0.4,23.1,0.5,0.037,22,5/26/2016,70.4,57.1,63.4,70.4,57.1,63.4,51.9,66.9,0,0,0,,0,0,18.4,9.6,218.2,1016.4,20.9,9.9,323.2,28,10,,2016-05-26T05:44:34,2016-05-26T19:55:50,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,KBUR,KCQT,72295603167,72288023152,72287493134"
Los_Angeles2016-05-27,5/27/2016,Los_Angeles,252,-0.528371134,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,0.4,22.9,0.3,0.047,21,5/27/2016,72.7,58.5,64,72.7,58.5,64,54.2,71.2,0,0,0,,0,0,19.7,10.3,233.7,1012.5,32.8,9.9,341,29.3,10,,2016-05-27T05:44:09,2016-05-27T19:56:29,0.65,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHHR,KBUR,KCQT,72295603167,72288023152,72287493134"
Los_Angeles2016-05-28,5/28/2016,Los_Angeles,191,-0.644379128,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,0.4,16.6,0.3,0.048,15,5/28/2016,71.4,59.9,63.9,71.4,59.9,63.9,54.5,72.1,0,0,0,,0,0,16.1,9.6,229.9,1011.6,78.7,9,327.9,28.4,10,,2016-05-28T05:43:45,2016-05-28T19:57:08,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,KBUR,KCQT,72295603167,72288023152,72287493134"
Los_Angeles2016-05-29,5/29/2016,Los_Angeles,405,-0.435952,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,0.3,8.4,0.3,0.047,8,5/29/2016,69.9,60.1,63.4,69.9,60.1,63.4,53.3,70.1,0,0,0,,0,0,20.8,8.6,218.3,1015,64.7,9.6,258.3,22.4,8,,2016-05-29T05:43:23,2016-05-29T19:57:46,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,KBUR,72295603167,72288023152,72287493134"
Los_Angeles2016-05-30,5/30/2016,Los_Angeles,333,-0.320418368,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,0.3,10.7,0.3,0.05,9,5/30/2016,70.9,57.8,63.4,70.9,57.8,63.4,54.5,73.5,0,0,0,,0,0,,8.1,235.3,1014.4,50.3,9.9,309.9,27,9,,2016-05-30T05:43:02,2016-05-30T19:58:23,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,KBUR,KCQT,72295603167,72288023152,72287493134"
Los_Angeles2016-05-31,5/31/2016,Los_Angeles,59,-0.855142756,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,0.4,28.3,0.4,0.045,26,5/31/2016,73.2,59.4,64.2,73.2,59.4,64.2,56.3,76.3,0,0,0,,0,0,17.2,7.8,220.7,1011.3,75.8,7.6,326.7,28.4,10,,2016-05-31T05:42:43,2016-05-31T19:58:59,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,KBUR,72295603167,72288023152,72287493134"
San_Francisco2015-11-01,11/1/2015,San_Francisco,62,-0.947977474,0,37.765946,-122.399044,California,San Francisco,11/8/2021,0,0.3,11.8,0.6,0.03,10,11/1/2015,69.9,57.8,63.8,69.9,57.8,63.8,57.1,79.2,0.01,100,4.17,rain,0,0,,11.1,274.3,1019,82.6,9.7,,,,,2015-11-01T06:34:45,2015-11-01T17:11:02,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2015-11-02,11/2/2015,San_Francisco,181,0.162460955,0,37.765946,-122.399044,California,San Francisco,11/8/2021,0,0.5,16.9,0.7,0.032,15,11/2/2015,62.7,52.9,58.1,62.7,52.9,58.1,50.8,77.7,0.4,100,29.17,rain,0,0,39.1,24.7,303.6,1010.6,81.4,8.8,,,,,2015-11-02T06:35:47,2015-11-02T17:09:58,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2015-11-03,11/3/2015,San_Francisco,119,-0.146493256,0,37.765946,-122.399044,California,San Francisco,11/8/2021,0,0.8,31,1,0.027,29,11/3/2015,64.7,48,56.4,64.7,45.9,56.2,43.9,64.4,0,0,0,,0,0,,17.5,305.8,1012.8,14,9.9,,,,,2015-11-03T06:36:51,2015-11-03T17:08:55,0.75,Clear,Clear conditions throughout the day.,clear-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2015-11-04,11/4/2015,San_Francisco,130,-0.102842198,0,37.765946,-122.399044,California,San Francisco,11/8/2021,0,0.7,35.5,3.6,0.031,33,11/4/2015,65.3,51.6,57.3,65.3,51.6,57.3,37.5,50.5,0,0,0,,0,0,29.8,17.4,329.5,1017.3,13.5,9.9,,,,,2015-11-04T06:37:54,2015-11-04T17:07:53,0.8,Clear,Clear conditions throughout the day.,clear-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2015-11-05,11/5/2015,San_Francisco,290,0.908556402,1,37.765946,-122.399044,California,San Francisco,11/8/2021,0,0.9,46.5,5.8,0.023,43,11/5/2015,63.9,45.8,54.2,63.9,44.5,53.9,41.4,62.7,0.01,100,4.17,rain,0,0,40.3,10.6,322,1023.4,47.2,9.9,,,,,2015-11-05T06:38:57,2015-11-05T17:06:53,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2015-11-06,11/6/2015,San_Francisco,114,-0.268513423,0,37.765946,-122.399044,California,San Francisco,11/8/2021,0,0.9,34.5,9,0.025,32,11/6/2015,65.7,46.5,55.3,65.7,46.5,55.1,41.5,61.9,0,0,0,,0,0,42.5,11.7,310.2,1024.3,12.4,9.9,,,,,2015-11-06T06:40:01,2015-11-06T17:05:54,0.89,Clear,Clear conditions throughout the day.,clear-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2015-11-07,11/7/2015,San_Francisco,23,-0.809910714,0,37.765946,-122.399044,California,San Francisco,11/8/2021,0,0.7,27.1,2.2,0.031,25,11/7/2015,65.3,45.7,55.3,65.3,43.9,55.1,45.2,69.7,0,0,0,,0,0,33.3,12.7,315.3,1020,21.5,9.9,,,,,2015-11-07T06:41:05,2015-11-07T17:04:56,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2015-11-08,11/8/2015,San_Francisco,210,0.081277087,0,37.765946,-122.399044,California,San Francisco,11/8/2021,0,0.4,15.2,0.7,0.035,14,11/8/2015,61.5,49.2,55.5,61.5,48.3,55.5,48.2,76.6,0.01,100,4.17,rain,0,0,,14.3,248.2,1016.1,69.4,9.7,,,,,2015-11-08T06:42:09,2015-11-08T17:04:01,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2015-11-09,11/9/2015,San_Francisco,147,-0.031355517,0,37.765946,-122.399044,California,San Francisco,11/8/2021,0,0.5,31.7,0.5,0.041,29,11/9/2015,57,50.4,53.8,57,50.4,53.8,45.5,73.7,0.3,100,16.67,rain,0,0,31.8,15.7,234.5,1014.8,67.7,9.5,,,,,2015-11-09T06:43:13,2015-11-09T17:03:07,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2015-11-10,11/10/2015,San_Francisco,110,-0.186158931,0,37.765946,-122.399044,California,San Francisco,11/8/2021,0,0.9,42.1,1.1,0.027,40,11/10/2015,60.2,44.5,52.5,60.2,43.2,51.9,41.8,67.8,0,0,0,,0,0,,12.3,327.7,1023,25.2,9.9,,,,,2015-11-10T06:44:17,2015-11-10T17:02:14,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2015-11-11,11/11/2015,San_Francisco,162,0.110515667,0,37.765946,-122.399044,California,San Francisco,11/8/2021,0,1.1,48.4,3,0.02,45,11/11/2015,61.2,43.1,51.6,61.2,41.7,51.3,42.6,72.3,0,0,0,,0,0,,10.6,329.4,1028.1,9.5,9.8,,,,,2015-11-11T06:45:22,2015-11-11T17:01:23,1,Clear,Clear conditions throughout the day.,clear-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2015-11-12,11/12/2015,San_Francisco,129,-0.070704388,0,37.765946,-122.399044,California,San Francisco,11/8/2021,0,1,34.5,2.4,0.022,32,11/12/2015,63.1,44.2,52.9,63.1,42.3,52.5,43.3,71.1,0,0,0,,0,0,32.2,11.1,321.7,1023.3,12,9.9,,,,,2015-11-12T06:46:26,2015-11-12T17:00:34,0,Clear,Clear conditions throughout the day.,clear-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2015-11-13,11/13/2015,San_Francisco,153,-0.012549959,0,37.765946,-122.399044,California,San Francisco,11/8/2021,0,1.2,55.7,1.4,0.022,52,11/13/2015,67.6,44.6,54.2,67.6,43.4,54.1,43.8,69.2,0,0,0,,0,0,,6.8,330.3,1018.5,5.8,9.8,,,,,2015-11-13T06:47:30,2015-11-13T16:59:47,0.02,Clear,Clear conditions throughout the day.,clear-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
San_Francisco2015-11-14,11/14/2015,San_Francisco,159,0.044961336,0,37.765946,-122.399044,California,San Francisco,11/8/2021,1,1.1,38.5,1.9,0.037,36,11/14/2015,63.6,44.8,53.9,63.6,44.8,53.9,44.8,71.8,0,0,0,,0,0,,11.4,287,1013.6,11.4,9.1,,,,,2015-11-14T06:48:35,2015-11-14T16:59:01,0.04,Clear,Clear conditions throughout the day.,clear-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
